paper_id,area_id
53e9979bb7602d9701f63a92,1
53e9978ab7602d9701f4a046,1
53e9978ab7602d9701f4bc25,1
53e99796b7602d9701f5cf1c,1
53e997a6b7602d9701f7b563,1
53e9978ab7602d9701f47dc7,1
53e9979bb7602d9701f66830,1
53e9979fb7602d9701f6f43c,1
53e9979eb7602d9701f6bbbc,1
53e99792b7602d9701f57e60,1
53e9978ab7602d9701f45829,1
53e9978ab7602d9701f47ec7,1
53e99792b7602d9701f58247,1
53e9979bb7602d9701f63173,1
53e9978ab7602d9701f4594e,1
53e9978ab7602d9701f460c5,1
53e997a2b7602d9701f766fb,1
53e9978ab7602d9701f47d48,1
53e9979fb7602d9701f7042d,1
53e997a2b7602d9701f767ae,1
53e9978eb7602d9701f52d22,1
53e99785b7602d9701f43eb0,1
53e997a6b7602d9701f7b54b,1
53e9978ab7602d9701f4cb81,1
53e9978eb7602d9701f52dc8,1
53e99796b7602d9701f5e8e0,1
53e9979bb7602d9701f63189,1
53e9979bb7602d9701f63a77,1
53e9979fb7602d9701f6f77a,1
53e997a6b7602d9701f7b54e,1
53e99796b7602d9701f5ba04,1
53e99796b7602d9701f61b2b,1
53e9979bb7602d9701f6685f,1
53e99796b7602d9701f5cf26,1
53e9979bb7602d9701f643a0,1
53e9979bb7602d9701f66d53,1
53e9979eb7602d9701f6bf0e,1
53e9978ab7602d9701f4585c,1
53e9978ab7602d9701f47d8e,1
53e9978ab7602d9701f4cb73,1
53e9978db7602d9701f5066b,1
53e9978db7602d9701f51e48,1
53e9979bb7602d9701f63858,1
53e9979bb7602d9701f67486,1
53e9979bb7602d9701f698a4,1
53e99785b7602d9701f40567,1
53e9978ab7602d9701f47f50,1
53e9979bb7602d9701f66d5e,1
53e997a6b7602d9701f7ce1a,1
53e9978db7602d9701f5069e,1
53e9978eb7602d9701f52889,1
53e99796b7602d9701f5c5c7,1
53e99784b7602d9701f3e15d,1
53e99785b7602d9701f42c6d,1
53e9979bb7602d9701f66854,1
53e9979eb7602d9701f6c45d,1
53e9979eb7602d9701f6c45f,1
53e9979eb7602d9701f6e8cf,1
53e9979fb7602d9701f6f783,1
53e997a6b7602d9701f7a7ea,1
53e9978ab7602d9701f45768,1
53e99796b7602d9701f5c2c3,1
53e9979bb7602d9701f65fef,1
53e9979eb7602d9701f6a45f,1
53e997a2b7602d9701f783ad,1
53e99785b7602d9701f43f41,1
53e9978db7602d9701f4cbe5,1
53e9978eb7602d9701f5288b,1
53e9978eb7602d9701f52942,1
53e99796b7602d9701f5f869,1
53e99796b7602d9701f62b10,1
53e9979bb7602d9701f63a89,1
53e9979bb7602d9701f650d4,1
53e997a2b7602d9701f720fb,1
53e997a6b7602d9701f79706,1
53e9978ab7602d9701f4585a,1
53e9978db7602d9701f4cc0a,1
53e99792b7602d9701f56944,1
53e99796b7602d9701f5c106,1
53e9979eb7602d9701f6e8d6,1
53e9979fb7602d9701f6f780,1
53e997a2b7602d9701f75a23,1
53e997a6b7602d9701f79719,1
53e9978ab7602d9701f45997,1
53e9978db7602d9701f4cc15,1
53e9978eb7602d9701f52da9,1
53e9978eb7602d9701f52db8,1
53e99792b7602d9701f56929,1
53e99796b7602d9701f618c4,1
53e9979eb7602d9701f6b191,1
53e997a2b7602d9701f73f05,1
53e997a6b7602d9701f796ee,1
53e997a6b7602d9701f7b131,1
53e9978db7602d9701f4cc55,1
53e99796b7602d9701f5c256,1
53e9979bb7602d9701f68757,1
53e9979bb7602d9701f69f20,1
53e997a2b7602d9701f72fb4,1
53e997a2b7602d9701f7367b,1
53e997a2b7602d9701f77b77,1
53e997a6b7602d9701f78b06,1
53e99792b7602d9701f54586,1
53e99792b7602d9701f58212,1
53e99796b7602d9701f62064,1
53e9979bb7602d9701f65d2e,1
53e9979bb7602d9701f69307,1
53e997a2b7602d9701f72112,1
53e997a2b7602d9701f7320d,1
53e997a6b7602d9701f7c690,1
53e99792b7602d9701f545c9,1
53e99796b7602d9701f5f215,1
53e99796b7602d9701f602b0,1
53e9979bb7602d9701f67b6c,1
53e9979eb7602d9701f6d0b3,1
53e9978db7602d9701f51e80,1
53e99792b7602d9701f545eb,1
53e9979bb7602d9701f643fe,1
53e9979eb7602d9701f6ad8a,1
53e99796b7602d9701f5bf7d,1
53e9979bb7602d9701f697e0,1
53e997a2b7602d9701f7327d,1
53e997a2b7602d9701f7417d,1
53e99784b7602d9701f3f62d,14
53e9978ab7602d9701f4a0a0,14
53e9978db7602d9701f5071b,14
53e9979bb7602d9701f67b87,14
53e99792b7602d9701f54470,14
53e997a2b7602d9701f72331,14
53e99792b7602d9701f54612,14
53e99792b7602d9701f5a9d3,14
53e997a2b7602d9701f73992,14
53e9979bb7602d9701f63a72,14
53e9979eb7602d9701f6a92f,14
53e9978ab7602d9701f47f50,14
53e9978db7602d9701f4cba9,14
53e9979fb7602d9701f6f781,14
53e997a6b7602d9701f7b564,14
53e99784b7602d9701f3e15d,14
53e9978db7602d9701f51e58,14
53e99796b7602d9701f5e8fe,14
53e99792b7602d9701f5b19a,14
53e99796b7602d9701f5d38d,14
53e997a2b7602d9701f77b77,14
53e99796b7602d9701f62ad1,14
53e997a2b7602d9701f770eb,14
53e9979bb7602d9701f674bc,14
53e997a6b7602d9701f7bc92,14
53e99796b7602d9701f6282f,14
53e9979bb7602d9701f64054,14
53e99792b7602d9701f5b223,14
53e99784b7602d9701f3f60f,6
53e99784b7602d9701f3f62d,6
53e997a6b7602d9701f7b563,6
53e9979eb7602d9701f6e8df,6
53e99785b7602d9701f43ee4,6
53e997a6b7602d9701f7c677,6
53e99785b7602d9701f43ece,6
53e9978ab7602d9701f45829,6
53e997a6b7602d9701f791b8,6
53e997a2b7602d9701f73ecb,6
53e9978db7602d9701f5066e,6
53e9979bb7602d9701f65fe8,6
53e9978ab7602d9701f458fb,6
53e9979bb7602d9701f67bbf,6
53e997a2b7602d9701f73f14,6
53e997a6b7602d9701f79ac0,6
53e99796b7602d9701f5e8e0,6
53e99796b7602d9701f60962,6
53e9979bb7602d9701f635b8,6
53e997a2b7602d9701f74c43,6
53e997a6b7602d9701f796c4,6
53e997a6b7602d9701f7a9b6,6
53e99792b7602d9701f5b3f3,6
53e9979eb7602d9701f6acec,6
53e9979fb7602d9701f70a7a,6
53e99792b7602d9701f5b140,6
53e9979eb7602d9701f6bf0e,6
53e99784b7602d9701f3f411,6
53e99785b7602d9701f442ee,6
53e9978ab7602d9701f4afe7,6
53e997a6b7602d9701f7b557,6
53e9978ab7602d9701f4cb3b,6
53e9979eb7602d9701f6b1f8,6
53e997a2b7602d9701f77c51,6
53e997a6b7602d9701f7ce1a,6
53e9978eb7602d9701f52889,6
53e99792b7602d9701f58145,6
53e997a2b7602d9701f74e6d,6
53e9978ab7602d9701f4a015,6
53e99796b7602d9701f5c17b,6
53e9979bb7602d9701f66d5a,6
53e9979eb7602d9701f6a45e,6
53e9979fb7602d9701f70e18,6
53e997a6b7602d9701f7b125,6
53e9978eb7602d9701f52d80,6
53e99792b7602d9701f56d5b,6
53e99792b7602d9701f5af35,6
53e99792b7602d9701f5b2b3,6
53e99796b7602d9701f5f221,6
53e9979bb7602d9701f66855,6
53e9979bb7602d9701f66856,6
53e997a2b7602d9701f75a4e,6
53e997a2b7602d9701f776b1,6
53e997a2b7602d9701f77b59,6
53e997a6b7602d9701f7c816,6
53e99792b7602d9701f544f2,6
53e99796b7602d9701f5d696,6
53e997a6b7602d9701f78afc,6
53e997a6b7602d9701f79725,6
53e99785b7602d9701f40583,6
53e9978db7602d9701f4cc0a,6
53e99792b7602d9701f54511,6
53e99792b7602d9701f57e6c,6
53e99796b7602d9701f5cc13,6
53e9979bb7602d9701f6685d,6
53e9979eb7602d9701f6c924,6
53e9979eb7602d9701f6e8d6,6
53e9979fb7602d9701f6fd1d,6
53e997a6b7602d9701f796bd,6
53e997a6b7602d9701f7c683,6
53e9978ab7602d9701f4587f,6
53e9979bb7602d9701f63a87,6
53e9979bb7602d9701f697cf,6
53e997a2b7602d9701f7366a,6
53e997a6b7602d9701f796d3,6
53e9978ab7602d9701f4848a,6
53e9978db7602d9701f4cc5e,6
53e99796b7602d9701f5c256,6
53e99796b7602d9701f5ed18,6
53e997a2b7602d9701f73eca,6
53e997a6b7602d9701f78b07,6
53e9978db7602d9701f4f494,6
53e9979bb7602d9701f654b3,6
53e9979eb7602d9701f6a46e,6
53e9979eb7602d9701f6db67,6
53e997a2b7602d9701f72113,6
53e997a6b7602d9701f7973f,6
53e99785b7602d9701f405c5,6
53e99785b7602d9701f43f6b,6
53e9978ab7602d9701f457ee,6
53e99796b7602d9701f5e0cf,6
53e99796b7602d9701f61fa3,6
53e99796b7602d9701f6187c,6
53e9979eb7602d9701f6bf24,6
53e997a2b7602d9701f77b7e,6
53e997a6b7602d9701f7af85,6
53e99784b7602d9701f3eaf6,6
53e99785b7602d9701f427e2,6
53e99785b7602d9701f4283c,6
53e99792b7602d9701f545e6,6
53e99796b7602d9701f5c1bf,6
53e9979eb7602d9701f6e8ed,6
53e997a2b7602d9701f73682,6
53e99796b7602d9701f5bf7d,6
53e9979fb7602d9701f70e28,6
53e9979eb7602d9701f6bbbc,18
53e9979bb7602d9701f64c11,18
53e99784b7602d9701f3f6bd,18
53e99796b7602d9701f5d380,18
53e99796b7602d9701f5e8be,18
53e99792b7602d9701f5b29b,18
53e99792b7602d9701f5b420,18
53e99796b7602d9701f6138b,18
53e99796b7602d9701f5e0cd,18
53e99796b7602d9701f5f813,18
53e99796b7602d9701f5ba7b,18
53e997a6b7602d9701f79ac1,18
53e99792b7602d9701f5b074,18
53e997a2b7602d9701f77b82,18
53e99784b7602d9701f3f60f,3
53e99784b7602d9701f3f62d,3
53e99792b7602d9701f58128,3
53e9979bb7602d9701f67b87,3
53e99785b7602d9701f43ee4,3
53e9979eb7602d9701f6ee8d,3
53e99785b7602d9701f43ece,3
53e997a2b7602d9701f770c1,3
53e9979bb7602d9701f67b35,3
53e9979eb7602d9701f6c8ec,3
53e9979fb7602d9701f7082e,3
53e9978eb7602d9701f52d22,3
53e9979bb7602d9701f67b4f,3
53e997a2b7602d9701f74185,3
53e9978ab7602d9701f4594c,3
53e9978db7602d9701f5066b,3
53e99792b7602d9701f5b41b,3
53e9979fb7602d9701f7082d,3
53e99792b7602d9701f58143,3
53e9978ab7602d9701f4a015,3
53e99796b7602d9701f5c828,3
53e99796b7602d9701f5c598,3
53e9979bb7602d9701f65fed,3
53e9979eb7602d9701f6c45f,3
53e9979fb7602d9701f700d3,3
53e997a6b7602d9701f79744,3
53e9978ab7602d9701f45768,3
53e9979bb7602d9701f682ca,3
53e9979eb7602d9701f6a44d,3
53e997a2b7602d9701f73ef8,3
53e9978db7602d9701f4f46d,3
53e9979eb7602d9701f6b203,3
53e9979eb7602d9701f6e8db,3
53e997a2b7602d9701f73efd,3
53e997a6b7602d9701f796bd,3
53e997a6b7602d9701f7b118,3
53e9979bb7602d9701f65d09,3
53e99784b7602d9701f3f613,3
53e9979bb7602d9701f65d2a,3
53e9979bb7602d9701f69c66,3
53e9979fb7602d9701f704fa,3
53e997a2b7602d9701f7320c,3
53e997a2b7602d9701f75a59,3
53e99796b7602d9701f60964,3
53e9979bb7602d9701f67b9b,3
53e9979eb7602d9701f6d087,3
53e9979bb7602d9701f6686c,3
53e9979eb7602d9701f6db54,3
53e997a6b7602d9701f7bc8c,3
53e99785b7602d9701f43f85,3
53e9979eb7602d9701f6d620,3
53e997a6b7602d9701f79748,3
53e997a6b7602d9701f7bc94,3
53e9979bb7602d9701f6720d,3
53e99796b7602d9701f5d979,3
53e9979bb7602d9701f63a92,5
53e99784b7602d9701f3f60f,5
53e99784b7602d9701f3f62d,5
53e9978db7602d9701f5062e,5
53e9978ab7602d9701f4a046,5
53e99785b7602d9701f43fa2,5
53e9978db7602d9701f5071b,5
53e99785b7602d9701f428d5,5
53e9979bb7602d9701f674a2,5
53e9979eb7602d9701f6e8df,5
53e9979eb7602d9701f6bbbc,5
53e9978ab7602d9701f4bc20,5
53e9979eb7602d9701f6ee8d,5
53e9978ab7602d9701f45804,5
53e99785b7602d9701f43ece,5
53e9978ab7602d9701f47ec7,5
53e997a2b7602d9701f770c1,5
53e9978ab7602d9701f460c5,5
53e9979bb7602d9701f66837,5
53e99784b7602d9701f3e151,5
53e9978ab7602d9701f47d48,5
53e9978ab7602d9701f4a1cc,5
53e9978ab7602d9701f460e1,5
53e9978ab7602d9701f458fb,5
53e9979bb7602d9701f6991a,5
53e99785b7602d9701f427ae,5
53e99792b7602d9701f5b140,5
53e99792b7602d9701f5b41b,5
53e99785b7602d9701f40567,5
53e9978ab7602d9701f47f50,5
53e99796b7602d9701f5c6f0,5
53e9979bb7602d9701f6549f,5
53e9979bb7602d9701f67b75,5
53e9978ab7602d9701f4bcbf,5
53e9978db7602d9701f4f458,5
53e99796b7602d9701f5c5c7,5
53e9979eb7602d9701f6ee99,5
53e997a6b7602d9701f7966a,5
53e9978eb7602d9701f52d7c,5
53e99796b7602d9701f5cc0f,5
53e997a2b7602d9701f74c66,5
53e997a2b7602d9701f770dd,5
53e99785b7602d9701f43f41,5
53e9978ab7602d9701f47e6d,5
53e99796b7602d9701f5f869,5
53e9979bb7602d9701f674c7,5
53e9979bb7602d9701f69c6b,5
53e997a6b7602d9701f78b10,5
53e997a6b7602d9701f79706,5
53e9978ab7602d9701f4585a,5
53e99792b7602d9701f56944,5
53e99796b7602d9701f5c852,5
53e9979eb7602d9701f6d0a7,5
53e997a6b7602d9701f79adc,5
53e99785b7602d9701f427f8,5
53e99792b7602d9701f56929,5
53e997a2b7602d9701f73669,5
53e9979eb7602d9701f6a93e,5
53e9979eb7602d9701f6b0f8,5
53e997a2b7602d9701f73676,5
53e997a2b7602d9701f767c3,5
53e997a6b7602d9701f7a99f,5
53e9978ab7602d9701f4b01d,5
53e9978db7602d9701f4cc7d,5
53e9978eb7602d9701f52dc3,5
53e99792b7602d9701f54578,5
53e99796b7602d9701f62062,5
53e997a2b7602d9701f767d4,5
53e997a6b7602d9701f7973e,5
53e997a6b7602d9701f7d47a,5
53e99796b7602d9701f5f215,5
53e99796b7602d9701f61fa3,5
53e9978db7602d9701f4f4a0,5
53e99796b7602d9701f5c85d,5
53e9979eb7602d9701f6e8ed,5
53e997a2b7602d9701f770ec,5
53e997a6b7602d9701f79ac1,5
53e9979bb7602d9701f697e0,5
53e997a2b7602d9701f7327d,5
53e997a6b7602d9701f7bc90,5
53e997a2b7602d9701f73852,5
53e99784b7602d9701f3f60f,16
53e997a6b7602d9701f7c662,16
53e99785b7602d9701f43ee4,16
53e9979eb7602d9701f6e8c5,16
53e9979eb7602d9701f6b207,16
53e997a2b7602d9701f767d2,16
53e9978ab7602d9701f458fb,16
53e9979fb7602d9701f6f77a,16
53e997a2b7602d9701f72331,16
53e997a2b7602d9701f74d34,16
53e9978ab7602d9701f4b0d1,16
53e9978db7602d9701f50690,16
53e99792b7602d9701f569b3,16
53e997a2b7602d9701f75a2e,16
53e997a2b7602d9701f74c4d,16
53e99785b7602d9701f42822,16
53e9978db7602d9701f51e55,16
53e9979bb7602d9701f650d3,16
53e997a2b7602d9701f75a4e,16
53e9978ab7602d9701f47e6d,16
53e997a6b7602d9701f78afc,16
53e99796b7602d9701f5d389,16
53e99796b7602d9701f5f984,16
53e997a6b7602d9701f79714,16
53e99785b7602d9701f427f8,16
53e9978ab7602d9701f47e15,16
53e9979bb7602d9701f66d85,16
53e997a2b7602d9701f770e5,16
53e9978eb7602d9701f52dbb,16
53e997a2b7602d9701f73676,16
53e9978db7602d9701f4cc7d,16
53e9979eb7602d9701f6db57,16
53e9979fb7602d9701f7155d,16
53e9978db7602d9701f50703,16
53e997a2b7602d9701f770ec,16
53e997a6b7602d9701f7b58b,16
53e997a6b7602d9701f7c69b,16
53e997a2b7602d9701f75614,16
53e9978db7602d9701f4ec32,16
53e9978db7602d9701f50657,19
53e99784b7602d9701f3f62d,19
53e9978eb7602d9701f52d45,19
53e9979fb7602d9701f6fc03,19
53e9978ab7602d9701f457b2,19
53e9979bb7602d9701f67471,19
53e997a2b7602d9701f75a39,19
53e9979fb7602d9701f705b8,19
53e9979bb7602d9701f692fb,19
53e9978db7602d9701f5071b,19
53e9979bb7602d9701f635a3,19
53e9979bb7602d9701f697d8,19
53e9978ab7602d9701f4afe2,19
53e9979eb7602d9701f6e8df,19
53e997a2b7602d9701f75a20,19
53e99785b7602d9701f43ee4,19
53e9979bb7602d9701f6684a,19
53e99792b7602d9701f5b42a,19
53e997a2b7602d9701f73628,19
53e99785b7602d9701f43ece,19
53e997a6b7602d9701f79661,19
53e99796b7602d9701f62b07,19
53e997a2b7602d9701f720d4,19
53e9978ab7602d9701f47d49,19
53e99796b7602d9701f62afe,19
53e997a2b7602d9701f782d0,19
53e99785b7602d9701f4277b,19
53e997a6b7602d9701f79ae7,19
53e997a2b7602d9701f73e8c,19
53e997a2b7602d9701f74c25,19
53e997a2b7602d9701f73e8e,19
53e997a2b7602d9701f771ac,19
53e997a2b7602d9701f759fc,19
53e9979fb7602d9701f70428,19
53e997a6b7602d9701f79687,19
53e997a6b7602d9701f7a7b5,19
53e99796b7602d9701f5e0bb,19
53e9979bb7602d9701f66fc3,19
53e9979bb7602d9701f6991a,19
53e9979eb7602d9701f6dae3,19
53e997a2b7602d9701f74c43,19
53e9979eb7602d9701f6b1e4,19
53e9979eb7602d9701f6b1f4,19
53e9978db7602d9701f4f44f,19
53e9979eb7602d9701f6bf0e,19
53e99792b7602d9701f58129,19
53e99796b7602d9701f5df36,19
53e9979eb7602d9701f6a176,19
53e9979eb7602d9701f6b1d9,19
53e997a2b7602d9701f73ea4,19
53e99792b7602d9701f58138,19
53e9979fb7602d9701f6fc1b,19
53e997a2b7602d9701f74b5e,19
53e997a6b7602d9701f7be4d,19
53e9979eb7602d9701f6ad6f,19
53e997a2b7602d9701f729ce,19
53e997a2b7602d9701f75a2e,19
53e997a6b7602d9701f791db,19
53e9978ab7602d9701f4581c,19
53e9979fb7602d9701f70e18,19
53e997a2b7602d9701f782da,19
53e9978ab7602d9701f4affc,19
53e9978db7602d9701f4e87f,19
53e99792b7602d9701f56d5b,19
53e9979eb7602d9701f6a4c6,19
53e9979eb7602d9701f6a936,19
53e9979eb7602d9701f6c460,19
53e997a2b7602d9701f73ef1,19
53e997a2b7602d9701f770dd,19
53e99784b7602d9701f3f671,19
53e99785b7602d9701f40848,19
53e99792b7602d9701f5ae53,19
53e99796b7602d9701f5cf2c,19
53e9979bb7602d9701f69303,19
53e997a2b7602d9701f7562e,19
53e997a6b7602d9701f78afc,19
53e99785b7602d9701f418c1,19
53e997a2b7602d9701f73664,19
53e997a6b7602d9701f796bd,19
53e9978ab7602d9701f4587b,19
53e9978ab7602d9701f458b7,19
53e9979bb7602d9701f63a87,19
53e9978ab7602d9701f47e1f,19
53e997a2b7602d9701f767c3,19
53e997a2b7602d9701f767d0,19
53e997a6b7602d9701f7972a,19
53e9978eb7602d9701f52dc3,19
53e99796b7602d9701f6098a,19
53e9979bb7602d9701f643f9,19
53e9979fb7602d9701f710d0,19
