venue_id,type
555037807cea80f95418a7f5,journal
548259dd582fc50b5e1359d4,journal
572dfc90d39c4f6052c5759e,journal
53a72a2220f7420be8bf466e,journal
555036f17cea80f954167a86,journal
54825d73582fc50b5e1adc94,journal
53a729e620f7420be8bea0e5,journal
555036ca7cea80f9541569a5,journal
555036c47cea80f954153a3f,journal
53a72a9620f7420be8c06e31,journal
53e17f6120f7dfbc07e8ac8a,journal
555036f27cea80f95416865e,journal
53a72e4720f7420be8c86b5d,journal
555036c27cea80f954152e4e,journal
5550372b7cea80f954177a28,journal
53a72e1a20f7420be8c7f576,journal
53a728da20f7420be8bbad0f,journal
53a7298d20f7420be8bda8e3,journal
53a72b6a20f7420be8c25379,journal
53a72b8220f7420be8c27720,journal
555036e27cea80f954163f1e,journal
53a72fd220f7420be8cc5f6a,journal
53a7280820f7420be8ba5fd3,journal
53a731d820f7420be8d65d93,journal
539e770a8314ff4cf4b1d5e9,journal
555036d37cea80f95415b0dd,journal
53a731db20f7420be8d66956,journal
53a72b9c20f7420be8c2b23e,journal
53a726f320f7420be8b87a77,journal
5390a49620f70186a0e73ac1,journal
53a72a4c20f7420be8bfb0e4,journal
5550376d7cea80f954187415,journal
555036f87cea80f95416b602,journal
53a7328020f7420be8d9cddc,journal
53a72e9b20f7420be8c94b6a,journal
555036e47cea80f9541656ca,journal
5736ae3ad39c4f40a797601d,journal
53a725e620f7420be8b5d8e3,journal
53909ed520f70186a0e31cc4,journal
58d87c229ed5db79c99c0f01,journal
58f99f169ed5db981862047b,journal
53a72f6220f7420be8ca2c21,journal
555037c57cea80f9541980a5,journal
555036b47cea80f95414abcc,journal
53a7269920f7420be8b7bd09,journal
5550376e7cea80f954187478,journal
555036d27cea80f95415a4e4,journal
53909f3520f70186a0e396bd,journal
555037397cea80f95417ad97,journal
555037277cea80f954176d25,journal
53a7288720f7420be8bb072c,journal
539097a420f70186a0e0142a,journal
555036b87cea80f95414c3bb,journal
53a725c320f7420be8b591b9,journal
53a7315d20f7420be8d3c0ae,journal
555037517cea80f95417f95d,journal
5390894320f70186a0d9495c,journal
555037c97cea80f9541998dd,journal
555036c57cea80f954154602,journal
5736ae3ad39c4f40a797602d,journal
5390891420f70186a0d9221e,journal
53a731b320f7420be8d59617,journal
53a7318c20f7420be8d4c2d7,journal
555036ba7cea80f95414cf96,journal
5736ae3ad39c4f40a797600d,journal
5550376d7cea80f9541873e3,journal
555036df7cea80f954162769,journal
5550378d7cea80f95418f10b,journal
55f8ded8c35f4f6dfd415ff3,journal
555037007cea80f95416d278,journal
53a731ea20f7420be8d6afd0,journal
53a729c820f7420be8be2b32,journal
53a7256020f7420be8b4d4e1,journal
53a7266520f7420be8b75296,journal
5390a0a120f70186a0e4e2fc,journal
555037997cea80f95419171d,journal
53a72bae20f7420be8c2d5b7,journal
53a725e220f7420be8b5cd13,journal
5550370a7cea80f95416f932,journal
555037a17cea80f954193c72,journal
53a7258b20f7420be8b51bd2,journal
53a7285720f7420be8baee5f,journal
53a7318c20f7420be8d4c2d9,journal
555037b27cea80f9541963f6,journal
555037777cea80f954188e47,journal
555036cf7cea80f954158d3f,journal
53909e7b20f70186a0e2a2ec,journal
53a730cf20f7420be8d0c610,journal
53a72d2e20f7420be8c5cacb,journal
53a723b720f74fc8a8f3301f,journal
53a7264120f7420be8b6dccb,journal
53a7322320f7420be8d7e0f8,journal
53a72f3320f7420be8c9cd65,journal
53a72f9e20f7420be8cb74ac,journal
539ff23b831432abcb43bc31,journal
5390bb5c20f70186a0f3f2d8,journal
54826424582fc50b5e2a2d42,journal
53a72b5c20f7420be8c23bc2,journal
5550376b7cea80f95418737e,journal
555037817cea80f95418b3e1,journal
53a72f3620f7420be8c9cd7a,journal
53a7267f20f7420be8b78dce,journal
53a72ce620f7420be8c5257d,journal
5550371b7cea80f954173a42,journal
53a7284a20f7420be8baedf5,journal
53a7255b20f7420be8b4c919,journal
5550379f7cea80f954193043,journal
53a726cf20f7420be8b84ab2,journal
53a7321020f7420be8d77751,journal
555036c37cea80f954152e6c,journal
5390aa5c20f70186a0ea9e28,journal
5736ae04d39c4f40a79737da,journal
53a72aa220f7420be8c091a1,journal
54826079582fc50b5e20fe5b,journal
5546385f0cf2939c2fee6a80,journal
555037367cea80f95417a10d,journal
53a7254520f7420be8b4a58f,journal
54825bda582fc50b5e177d87,journal
5390a8b020f70186a0e9a789,journal
555036c47cea80f954153a3a,journal
53907aaf20f770854f5da2ed,journal
53a72bd920f7420be8c3284a,journal
53a72f3720f7420be8c9cd86,journal
53a72feb20f7420be8ccc900,journal
53a7297d20f7420be8bd4ae7,journal
53a72f3f20f7420be8c9d971,journal
53a72e0c20f7420be8c7d211,journal
53a7237420f74fc8a8f32e14,journal
53a72f4320f7420be8c9d98f,journal
555036ce7cea80f954158d2a,journal
54826229582fc50b5e24abc9,journal
53a729e520f7420be8bea0dd,journal
53a7256020f7420be8b4d4e2,journal
55f9615cc35f4fb0d21cefbb,journal
57d08c790a3ac5db4992dd05,journal
53a72a1220f7420be8bf22df,journal
53a7264320f7420be8b6e88a,journal
5390884320f70186a0d8e6b6,journal
55f8cb01c35f4f6dfd415b54,journal
5550371b7cea80f954173a41,journal
555037677cea80f954185b1e,journal
555036b67cea80f95414b7b9,journal
53e1880f20f7dfbc07e8e5e4,journal
53a7308720f7420be8cf7d84,journal
55f8e06cc35f4f6dfd41602e,journal
555036f67cea80f95416a9f5,journal
539ff34d831432abcb46ec67,journal
555037097cea80f95416f8e7,journal
53e18c4420f7dfbc07e90090,journal
53a72a0020f7420be8bed076,journal
55f9e86bc35f4fb0d21d0bca,journal
5736b00cd39c4f40a798de9a,journal
57d08c750a3ac5db4992dca0,journal
539098bd20f70186a0e0c251,journal
5736b298d39c4f40a799f357,journal
53a729ab20f7420be8bdefdb,journal
53e18c3f20f7dfbc07e9006e,journal
5550373a7cea80f95417add6,journal
53a72a8820f7420be8c04ab5,journal
53a72a1420f7420be8bf22ed,journal
53e1822b20f7dfbc07e8be81,journal
5550377b7cea80f954189b16,journal
53a7323520f7420be8d83ed9,journal
53a72aed20f7420be8c12026,journal
53a7262c20f7420be8b6ad60,journal
555037b27cea80f9541963be,journal
555036f57cea80f954169e1f,journal
555037227cea80f95417540f,journal
555037ab7cea80f954195666,journal
539ff964831432abcb588d47,journal
53a72dfa20f7420be8c7a2e9,journal
53a72a8a20f7420be8c04ac5,journal
53a72fb120f7420be8cbc6d4,journal
53a7295f20f7420be8bd26f8,journal
53a72ec220f7420be8c99e17,journal
5390bb5020f70186a0f3f2a0,journal
53a7284b20f7420be8baedfe,journal
53a72cf120f7420be8c53d1a,journal
53a7256420f7420be8b4e0aa,journal
555036f97cea80f95416c1ef,journal
5390a73620f70186a0e8b3be,journal
555036bc7cea80f95414e744,journal
555037507cea80f95417f92e,journal
53a727c520f7420be8b9ba3d,journal
53a7314220f7420be8d310be,journal
539078ef20f770854f5a8472,journal
53e1811a20f7dfbc07e8b74c,journal
555036bb7cea80f95414db6a,journal
5550376d7cea80f9541873f1,journal
5550376e7cea80f95418742a,journal
557e1f19f6678c77ea2205d5,journal
555036f17cea80f954167a96,journal
555036ca7cea80f9541569a2,journal
555036c17cea80f9541516a1,journal
55f95850c35f4fb0d21ce2c6,journal
53909e0220f70186a0e29bbc,journal
5390995c20f70186a0e1411e,journal
53a7262a20f7420be8b6ad4f,journal
53a72bd720f7420be8c3283e,journal
55f96c5fc35f4fb0d21cf3dd,journal
5390a4f020f70186a0e76664,journal
53a7276820f7420be8b8d96a,journal
53a7270920f7420be8b89e06,journal
53e1882120f7dfbc07e8e646,journal
53909a0120f70186a0e1e6f7,journal
53e1833420f7dfbc07e8c581,journal
53e18c7520f7dfbc07e901c1,journal
53e18ac620f7dfbc07e8f753,journal
555036f67cea80f95416aa0e,journal
53a729ea20f7420be8beacba,journal
555036d27cea80f95415a4f2,journal
555037637cea80f954184e57,journal
53a72fce20f7420be8cc53a6,journal
555036d87cea80f95415ec20,journal
53a723d820f74fc8a8f33104,journal
555036da7cea80f9541603cc,journal
53a7285420f7420be8baee4e,journal
555036f37cea80f954169245,journal
53a7285120f7420be8baee2f,journal
555036d37cea80f95415b0d9,journal
5696998ab0b7fae0fc504827,journal
53a7239320f74fc8a8f32f06,journal
539ffa4b831432abcb5b5ef8,journal
53a72da820f7420be8c6da6d,journal
555037aa7cea80f9541955fc,journal
53a72a8920f7420be8c04abf,journal
5390bb5020f70186a0f3f2a1,journal
53a72ade20f7420be8c0fca9,journal
55f8d284c35f4f6dfd415d4b,journal
539099fc20f70186a0e1e6b5,journal
548267a3582fc50b5e32e6b5,journal
555036c27cea80f95415228e,journal
555036d27cea80f95415a4f4,journal
53e180d020f7dfbc07e8b56e,journal
53a72f6220f7420be8ca2068,journal
53a723e320f74fc8a8f3314e,journal
53e18d3f20f7dfbc07e906a6,journal
53a72c2120f7420be8c39f0b,journal
53e184a220f7dfbc07e8cf2d,journal
53e1833e20f7dfbc07e8c5cf,journal
53a7317120f7420be8d42a4c,journal
53a7298b20f7420be8bda8d9,journal
53a729e620f7420be8bea0e4,journal
53e17fa120f7dfbc07e8ae03,journal
555036e37cea80f954163f36,journal
555036e47cea80f954164b02,journal
5390a46f20f70186a0e738a8,journal
53a7257b20f7420be8b50431,journal
555036bb7cea80f95414e72d,journal
53a72d5720f7420be8c61d92,journal
53a002f0831432abcb742bb3,journal
53a72c0520f7420be8c37b47,journal
53a72a4320f7420be8bf8d8a,journal
555037997cea80f954191763,journal
53a72bf720f7420be8c357d9,journal
53e18ba020f7dfbc07e8fca7,journal
539ff927831432abcb57db4c,journal
5550370d7cea80f9541705bc,journal
555036ba7cea80f95414db59,journal
5736ae3ad39c4f40a797601b,journal
555036f67cea80f95416aa05,journal
539078f320f770854f5a8978,journal
53a72cc620f7420be8c4ea31,journal
53a7296520f7420be8bd32d2,journal
53a72b2c20f7420be8c1c5a3,journal
555036c27cea80f954152286,journal
53a72a8820f7420be8c04ab3,journal
555036f67cea80f95416aa1a,journal
53a732b720f7420be8dafef7,journal
5550374d7cea80f95417ecb0,journal
54824aed582fc50b5dff2949,journal
53a72ad920f7420be8c0e521,journal
555036f57cea80f954169e23,journal
53a726d020f7420be8b84ab9,journal
555037987cea80f95419171b,journal
53a7293e20f7420be8bcdfdf,journal
5550372d7cea80f9541786a8,journal
555036d27cea80f95415a4ef,journal
53909e7f20f70186a0e2ca0a,journal
53a72fdf20f7420be8cc8e58,journal
555036df7cea80f954162771,journal
5390a1fd20f70186a0e5dfdf,journal
53a723ad20f74fc8a8f32fcf,journal
555037b27cea80f9541963e9,journal
555036ce7cea80f954158d1a,journal
53e17f6020f7dfbc07e8ac83,journal
53a732d320f7420be8db8026,journal
53a72e0620f7420be8c7c642,journal
555037967cea80f954190ab6,journal
555036f27cea80f95416865c,journal
53a72ec720f7420be8c9a9e5,journal
53a731f220f7420be8d6d309,journal
53e1839c20f7dfbc07e8c823,journal
55f963edc35f4fb0d21cf106,journal
555037807cea80f95418a7f9,journal
5390893d20f70186a0d92249,journal
53e1853020f7dfbc07e8d2f2,journal
53a72e1520f7420be8c7e9a4,journal
53a72b1420f7420be8c18a88,journal
555036e77cea80f9541662b8,journal
5390ac8520f70186a0eb758b,journal
53a72b1320f7420be8c18a80,journal
5390a60e20f70186a0e80ee7,journal
555036e27cea80f954163f23,journal
5482618b582fc50b5e23e637,journal
53a72ebd20f7420be8c99246,journal
53a72ac820f7420be8c0d8eb,journal
53a72a2120f7420be8bf4667,journal
54825215582fc50b5e0560c8,journal
53a72c3f20f7420be8c3da31,journal
53a7279820f7420be8b94407,journal
555036f87cea80f95416b5f5,journal
53a72ebe20f7420be8c9924d,journal
53a723b120f74fc8a8f32fea,journal
555037717cea80f9541880ae,journal
539ff165831432abcb41034e,journal
555037117cea80f95417132b,journal
555037ae7cea80f9541962e6,journal
53a72dab20f7420be8c6da7e,journal
53a72f4620f7420be8c9d9a3,journal
555037657cea80f954184ecd,journal
53a732d920f7420be8db97a8,journal
53a72a9620f7420be8c06e32,journal
53a72a1420f7420be8bf22eb,journal
555037707cea80f954188091,journal
5390aa4a20f70186a0ea9d63,journal
555037bc7cea80f954197db1,journal
53a732d520f7420be8db8be0,journal
53a731c920f7420be8d61722,journal
539ff269831432abcb445177,journal
555036b97cea80f95414cf86,journal
5390977720f70186a0dfea53,journal
53e185aa20f7dfbc07e8d639,journal
5390aa3e20f70186a0ea9cd9,journal
54825a1f582fc50b5e13cfa8,journal
539545708314d630bc7dce86,journal
555036ce7cea80f954158d19,journal
53a72c2620f7420be8c3b683,journal
5736ae03d39c4f40a7973749,journal
539089b420f70186a0d976ac,journal
53a72ca020f7420be8c4a328,journal
53a7281a20f7420be8ba8f1f,journal
53a72c7320f7420be8c45bef,journal
555037617cea80f954184224,journal
555036e37cea80f954163f33,journal
53e182a120f7dfbc07e8c18d,journal
53a7312920f7420be8d283e2,journal
53e18c4b20f7dfbc07e900bf,journal
555037647cea80f954184ec9,journal
555036dc7cea80f954160fcf,journal
53a7293c20f7420be8bcd420,journal
53a7309520f7420be8cfc3e7,journal
555037a47cea80f9541948ed,journal
5736b298d39c4f40a799f31f,journal
555036f67cea80f95416a9fc,journal
53a7266520f7420be8b75298,journal
53a727fd20f7420be8ba4822,journal
5390a47920f70186a0e7392f,journal
53a725ac20f7420be8b556b9,journal
5550374c7cea80f95417ec70,journal
555036dc7cea80f954160fa4,journal
555036cf7cea80f954158d41,journal
555037877cea80f95418d7e8,journal
555036be7cea80f95414f330,journal
555036db7cea80f9541603d7,journal
53a7282920f7420be8bab294,journal
53907df320f770854f610657,journal
53a723de20f74fc8a8f33127,journal
53a7263e20f7420be8b6dcb1,journal
555037037cea80f95416df51,journal
55f8d165c35f4f6dfd415d08,journal
53a731ee20f7420be8d6c749,journal
53a7254d20f7420be8b4b173,journal
53a7282320f7420be8baa6be,journal
555036b67cea80f95414b7c0,journal
539ff2a7831432abcb4514da,journal
53a727c520f7420be8b9ba3f,journal
53a7269820f7420be8b7bd06,journal
555036fa7cea80f95416ce52,journal
53a72b1a20f7420be8c19664,journal
53a725d020f7420be8b5a979,journal
5390b03920f70186a0ed659b,journal
5736af38d39c4f40a79843b5,journal
548252bd582fc50b5e05ffa3,journal
53a72be020f7420be8c3342d,journal
53e18bdc20f7dfbc07e8fe15,journal
53a729c520f7420be8be2b17,journal
53a72ecd20f7420be8c9b5b2,journal
53e187be20f7dfbc07e8e3cb,journal
53a7288820f7420be8bb0731,journal
555036d07cea80f95415990a,journal
555036b87cea80f95414c3ad,journal
539ffefa831432abcb6b23a3,journal
54825a79582fc50b5e1493d8,journal
555037097cea80f95416f911,journal
54825ad4582fc50b5e155800,journal
53e17f7520f7dfbc07e8ad07,journal
555036c97cea80f954155dd7,journal
53a7308a20f7420be8cf94f9,journal
555036b97cea80f95414cf90,journal
555037be7cea80f954197e64,journal
572de199d39c4f49934b3d5c,journal
5550379f7cea80f954193046,journal
53a7279620f7420be8b93844,journal
555036f67cea80f95416aa04,journal
53a727f620f7420be8ba308c,journal
53a7266120f7420be8b746d9,journal
555037617cea80f95418422e,journal
5550376f7cea80f95418748e,journal
53a7318920f7420be8d4b719,journal
555036ba7cea80f95414db52,journal
53a7293020f7420be8bca4fd,journal
53a7304720f7420be8ce5832,journal
539099ca20f70186a0e1bc8e,journal
53a72b6c20f7420be8c25381,journal
53a7239920f74fc8a8f32f3f,journal
53a72f4620f7420be8c9d9a5,journal
555037797cea80f954189a92,journal
54824a01582fc50b5dfdc69c,journal
53a7266520f7420be8b75296,journal
55f96862c35f4fb0d21cf2ab,journal
555037487cea80f95417dfec,journal
5550378a7cea80f95418d8c1,journal
5550379e7cea80f954192fe9,journal
53a7252b20f7420be8b47659,journal
555037c77cea80f954198cb0,journal
53a7266620f7420be8b7529e,journal
555036d87cea80f95415ec23,journal
53a730ac20f7420be8d021cf,journal
555036c27cea80f95415228a,journal
539548268314d630bc800048,journal
53a7301020f7420be8cd55f9,journal
53a72c1920f7420be8c3931f,journal
53a72f5420f7420be8c9f14b,journal
5550371d7cea80f954174656,journal
555036df7cea80f954162765,journal
5390b07b20f70186a0ed8ee7,journal
53a7299120f7420be8bdb4b9,journal
53a72c0f20f7420be8c3872b,journal
53e17f7520f7dfbc07e8ad07,journal
555037187cea80f954172d7a,journal
53a726d420f7420be8b84adf,journal
555037717cea80f9541880cd,journal
5390b88c20f70186a0f2a801,journal
53a72e2f20f7420be8c847b7,journal
53a72cd220f7420be8c501e1,journal
555036cc7cea80f95415813a,journal
53a730e320f7420be8d123dc,journal
55f9ebe0c35f4fb0d21d142e,journal
5390b10b20f70186a0edbb05,journal
555036c37cea80f954152e73,journal
55f9572dc35f4fb0d21cdc03,journal
555037697cea80f954186741,journal
5736b2a4d39c4f40a799f918,journal
53a7322a20f7420be8d80fe5,journal
53a72bc620f7420be8c31073,journal
53a7305d20f7420be8cecd78,journal
5736b167d39c4f40a799bb0a,journal
555036f17cea80f954167a91,journal
555036d07cea80f9541598ff,journal
555037497cea80f95417e002,journal
555036db7cea80f9541603dc,journal
53a72b8420f7420be8c27732,journal
555037017cea80f95416d2e4,journal
5550372b7cea80f954177a20,journal
55f8d51fc35f4f6dfd415de4,journal
555036f97cea80f95416c1d4,journal
555036b77cea80f95414b7de,journal
555036d37cea80f95415b0ba,journal
53909e8020f70186a0e2ca12,journal
53907eea20f770854f615002,journal
555036c77cea80f954155205,journal
555036d07cea80f95415990b,journal
53a72f3a20f7420be8c9cd9e,journal
5390b88c20f70186a0f2a801,journal
555036d07cea80f954159902,journal
53a7262420f7420be8b695bf,journal
53a723ad20f74fc8a8f32fca,journal
555036c97cea80f954156994,journal
54824eb0582fc50b5e01d1aa,journal
5550376d7cea80f9541873e8,journal
53a72a2d20f7420be8bf5e26,journal
53a732d220f7420be8db801e,journal
53a723df20f74fc8a8f3312e,journal
53a72a4520f7420be8bf8d9b,journal
555036c07cea80f954151699,journal
555037c97cea80f9541998c7,journal
555036c27cea80f954152281,journal
53a727cb20f7420be8b9c619,journal
53908b3420f70186a0dba6b0,journal
555036f27cea80f954168660,journal
5736b06ad39c4f40a7991f14,journal
53909e8120f70186a0e2ca1b,journal
555036df7cea80f954162763,journal
53a7304c20f7420be8ce7b5c,journal
53a72f5e20f7420be8ca14a7,journal
555037337cea80f95417a04a,journal
53a7269720f7420be8b7bcff,journal
555036b67cea80f95414b7bf,journal
5550377a7cea80f954189adc,journal
555037567cea80f954182956,journal
555037797cea80f954189a6a,journal
555037617cea80f954184227,journal
53a723ae20f74fc8a8f32fd1,journal
53a72f5420f7420be8c9f14d,journal
53e17f8120f7dfbc07e8ad4c,journal
53a726cb20f7420be8b84a8f,journal
555037317cea80f95417942f,journal
53a72f6a20f7420be8ca66c8,journal
555036d17cea80f954159916,journal
5550378c7cea80f95418e530,journal
53a72f3b20f7420be8c9cda5,journal
53a731ff20f7420be8d70dc2,journal
53a725b320f7420be8b5627b,journal
53a7238320f74fc8a8f32e83,journal
53a723af20f74fc8a8f32fdf,journal
53a727d220f7420be8b9ddaf,journal
555037ae7cea80f9541962dd,journal
53a731e020f7420be8d680d5,journal
5875969c9ed5dba22293c4b2,journal
53a72f3320f7420be8c9cd61,journal
5550372f7cea80f954179320,journal
53a72bdc20f7420be8c33410,journal
53e1818620f7dfbc07e8ba1e,journal
555037ab7cea80f954195647,journal
53a726d320f7420be8b84ad1,journal
555036b87cea80f95414c3b0,journal
555036d97cea80f95415f7e9,journal
53a72cac20f7420be8c4c673,journal
53a72d4d20f7420be8c605f9,journal
55f95ab2c35f4fb0d21ce8ee,journal
53a72a2520f7420be8bf4687,journal
53a723b420f74fc8a8f33000,journal
53a724a920f7420be8b37357,journal
555036f07cea80f954167a7d,journal
53a7278220f7420be8b92051,journal
555036c27cea80f954152e4c,journal
5390981420f70186a0e0427a,journal
53a725e820f7420be8b5d8f2,journal
53a7239120f74fc8a8f32efb,journal
53a7239920f74fc8a8f32f38,journal
555037807cea80f95418a7fd,journal
53909e8120f70186a0e2ca1a,journal
53a728be20f7420be8bb71df,journal
555037177cea80f954172c9f,journal
555037527cea80f954180566,journal
5736ae3cd39c4f40a797615c,journal
53a7307d20f7420be8cf4e90,journal
555036ca7cea80f9541569a1,journal
555036d97cea80f95415f808,journal
555037647cea80f954184eb3,journal
53a7291320f7420be8bc2f3c,journal
548261ae582fc50b5e240dd1,journal
53a724d120f7420be8b3ba03,journal
555036f87cea80f95416b603,journal
555036e37cea80f954164af9,journal
53909e7b20f70186a0e2a2ed,journal
53a7301120f7420be8cd5602,journal
55f9843ec35f4fb0d21cf8ee,journal
53a72f5620f7420be8c9f15d,journal
555036f77cea80f95416b5e7,journal
555036d27cea80f95415a4e2,journal
5550376b7cea80f95418734d,journal
555037c57cea80f95419809e,journal
53a7315420f7420be8d391bd,journal
539feeb8831432abcb3912d4,journal
53a72fc620f7420be8cc3071,journal
53a731c520f7420be8d5ffab,journal
555037187cea80f954172d35,journal
53a7296120f7420be8bd2706,journal
55463c680cf2939c2fee6afd,journal
5550370d7cea80f9541705e9,journal
53a72ade20f7420be8c0fcab,journal
555037d67cea80f95419caa5,journal
53a727d420f7420be8b9ddbe,journal
53a7312a20f7420be8d28f9b,journal
53a72d9320f7420be8c6ab3a,journal
555036cf7cea80f954158d3c,journal
555036b87cea80f95414c39f,journal
593a046d9ed5db23ccac07af,journal
539078ef20f770854f5a844b,journal
55f8deb7c35f4f6dfd415ff0,journal
553a796e0cf288c3e227433d,journal
53907b7720f770854f5eabd8,journal
555036b67cea80f95414b7c3,journal
53a731f820f7420be8d6f640,journal
55f8c5a2c35f4f6dfd415975,journal
55f8c90ec35f4f6dfd415aaa,journal
53a72e4b20f7420be8c87727,journal
55f8c206c35f4f6dfd4157c2,journal
5390985c20f70186a0e06e24,journal
55f8d230c35f4f6dfd415d36,journal
53a7296920f7420be8bd3e9c,journal
555036f77cea80f95416b5e6,journal
55f8da91c35f4f6dfd415f2a,journal
55f96b06c35f4fb0d21cf37b,journal
5736aae6d39c4f40a7947fff,journal
5736aaf7d39c4f40a7948465,journal
58d87baa9ed5db79c99c0e55,journal
592539eb9ed5db8c189e024a,journal
58a156689ed5dbf2362ff030,journal
53e1815b20f7dfbc07e8b8e9,conference
53a730a620f7420be8d00a51,conference
555036f37cea80f95416924b,conference
555036dd7cea80f954161b94,conference
53e1851520f7dfbc07e8d228,conference
53a7326c20f7420be8d9588a,conference
53a7306120f7420be8ced937,conference
53a731e220f7420be8d68c8f,conference
57d0879d0a3ac5db49914281,conference
53a72dbe20f7420be8c72ca2,conference
5736ac8cd39c4f40a795b13e,conference
572dd8ddd39c4f49934859f5,conference
5736ac05d39c4f40a7953a30,conference
5736ad5fd39c4f40a7968fbf,conference
54824c96582fc50b5e00b6a4,conference
5736ae3ad39c4f40a7976010,conference
53a731b220f7420be8d58a5d,conference
53a7320c20f7420be8d76b91,conference
53a7319e20f7420be8d53826,conference
5736ae01d39c4f40a797354b,conference
5736ae3ad39c4f40a7976060,conference
572dd136d39c4f4993451fdb,conference
5736abacd39c4f40a794f45a,conference
53e1877420f7dfbc07e8e1df,conference
5390795620f770854f5b8d09,conference
555036d17cea80f95415a4d7,conference
53e1818720f7dfbc07e8ba26,conference
5736ab05d39c4f40a7948978,conference
53a72fbd20f7420be8cc0183,conference
53a7321820f7420be8d79a92,conference
53a72adc20f7420be8c0f0e5,conference
57d08a7d0a3ac5db49920b02,conference
53a730f520f7420be8d175f9,conference
53907aaa20f770854f5da24d,conference
555036b97cea80f95414cf7b,conference
53a7318e20f7420be8d4ce95,conference
539e7a538314ff4cf4bd2168,conference
5390ac8320f70186a0eb7583,conference
53a72fcc20f7420be8cc47ec,conference
569a1db1b0b7fae0fc504d34,conference
5736ae3ad39c4f40a797600a,conference
555036c07cea80f954151693,conference
539078ef20f770854f5a84a4,conference
53a7269720f7420be8b7bd01,conference
555036c87cea80f954155dc0,conference
